	readNum	animal
276	read=32263	Nerodia_fasciata_museum_prep
277	read=9584	Nerodia_fasciata_museum_prep
278	read=651	Nerodia_fasciata_museum_prep
279	read=8004	Nerodia_fasciata_museum_prep
280	read=31330	Nerodia_fasciata_museum_prep
281	read=31492	Nerodia_fasciata_museum_prep
282	read=545	Nerodia_fasciata_museum_prep
283	read=44064	Nerodia_fasciata_museum_prep
284	read=55665	Nerodia_fasciata_museum_prep
285	read=59373	Nerodia_fasciata_museum_prep
286	read=19505	Nerodia_fasciata_museum_prep
287	read=19931	Nerodia_fasciata_museum_prep
288	read=34805	Nerodia_fasciata_museum_prep
289	read=5704	Nerodia_fasciata_museum_prep
290	read=185079	Nerodia_fasciata_museum_prep
291	read=8966	Nerodia_fasciata_museum_prep
292	read=48760	Nerodia_fasciata_museum_prep
293	read=32115	Nerodia_fasciata_museum_prep
294	read=7445	Nerodia_fasciata_museum_prep
295	read=16073	Nerodia_fasciata_museum_prep
296	read=18591	Nerodia_fasciata_museum_prep
297	read=24717	Nerodia_fasciata_museum_prep
298	read=8439	Nerodia_fasciata_museum_prep
299	read=17248	Nerodia_fasciata_museum_prep
300	read=33857	Nerodia_fasciata_museum_prep
301	read=70068	Nerodia_fasciata_museum_prep
302	read=52071	Nerodia_fasciata_museum_prep
303	read=32685	Nerodia_fasciata_museum_prep
304	read=21135	Nerodia_fasciata_museum_prep
305	read=15954	Nerodia_fasciata_museum_prep
306	read=35582	Nerodia_fasciata_museum_prep
307	read=13325	Nerodia_fasciata_museum_prep
308	read=463	Nerodia_fasciata_museum_prep
309	read=3395	Nerodia_fasciata_museum_prep
310	read=130397	Nerodia_fasciata_museum_prep
311	read=5705	Nerodia_fasciata_museum_prep
312	read=20807	Nerodia_fasciata_museum_prep
313	read=30034	Nerodia_fasciata_museum_prep
314	read=29928	Nerodia_fasciata_museum_prep
315	read=32468	Nerodia_fasciata_museum_prep
316	read=10661	Nerodia_fasciata_museum_prep
317	read=27598	Nerodia_fasciata_museum_prep
318	read=14141	Nerodia_fasciata_museum_prep
319	read=27148	Nerodia_fasciata_museum_prep
320	read=56073	Nerodia_fasciata_museum_prep
321	read=18049	Nerodia_fasciata_museum_prep
322	read=54149	Nerodia_fasciata_museum_prep
323	read=17278	Nerodia_fasciata_museum_prep
324	read=19476	Nerodia_fasciata_museum_prep
325	read=14753	Nerodia_fasciata_museum_prep
326	read=26174	Nerodia_fasciata_museum_prep
327	read=26439	Nerodia_fasciata_museum_prep
328	read=10935	Nerodia_fasciata_museum_prep
329	read=3467	Nerodia_fasciata_museum_prep
330	read=38084	Nerodia_fasciata_museum_prep
331	read=25946	Nerodia_fasciata_museum_prep
332	read=4519	Nerodia_fasciata_museum_prep
333	read=14991	Nerodia_fasciata_museum_prep
334	read=11582	Nerodia_fasciata_museum_prep
335	read=5697	Nerodia_fasciata_museum_prep
336	read=31869	Nerodia_fasciata_museum_prep
337	read=23322	Nerodia_fasciata_museum_prep
338	read=1850	Nerodia_fasciata_museum_prep
339	read=21427	Nerodia_fasciata_museum_prep
340	read=2691	Nerodia_fasciata_museum_prep
341	read=27088	Nerodia_fasciata_museum_prep
342	read=1281	Nerodia_fasciata_museum_prep
343	read=22732	Nerodia_fasciata_museum_prep
344	read=26342	Nerodia_fasciata_museum_prep
